date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,month
2021-09-07,france,finland,2,0,fifa world cup qualification,lyon,france,False,home_team,september
2021-09-07,faroe islands,moldova,2,1,fifa world cup qualification,tórshavn,faroe islands,False,home_team,september
2021-09-07,austria,scotland,0,1,fifa world cup qualification,vienna,austria,False,away_team,september
2021-09-07,denmark,israel,5,0,fifa world cup qualification,copenhagen,denmark,False,home_team,september
2021-09-07,montenegro,latvia,0,0,fifa world cup qualification,podgorica,montenegro,False,draw,september
2021-09-07,netherlands,turkey,6,1,fifa world cup qualification,amsterdam,netherlands,False,home_team,september
2021-09-07,norway,gibraltar,5,1,fifa world cup qualification,oslo,norway,False,home_team,september
2021-09-07,croatia,slovenia,3,0,fifa world cup qualification,split,croatia,False,home_team,september
2021-09-07,slovakia,cyprus,2,0,fifa world cup qualification,bratislava,slovakia,False,home_team,september
2021-09-07,russia,malta,2,0,fifa world cup qualification,moscow,russia,False,home_team,september
2021-09-08,kosovo,spain,0,2,fifa world cup qualification,pristina,kosovo,False,away_team,september
2021-09-08,greece,sweden,2,1,fifa world cup qualification,athens,greece,False,home_team,september
2021-09-08,northern ireland,switzerland,0,0,fifa world cup qualification,belfast,northern ireland,False,draw,september
2021-09-08,italy,lithuania,5,0,fifa world cup qualification,reggio emilia,italy,False,home_team,september
2021-09-08,wales,estonia,0,0,fifa world cup qualification,cardiff,wales,False,draw,september
2021-09-08,belarus,belgium,0,1,fifa world cup qualification,kazan,russia,True,away_team,september
2021-09-08,albania,san marino,5,0,fifa world cup qualification,elbasan,albania,False,home_team,september
2021-09-08,hungary,andorra,2,1,fifa world cup qualification,budapest,hungary,False,home_team,september
2021-09-08,poland,england,1,1,fifa world cup qualification,warsaw,poland,False,draw,september
2021-09-08,iceland,germany,0,4,fifa world cup qualification,reykjavík,iceland,False,away_team,september
2021-09-08,armenia,liechtenstein,1,1,fifa world cup qualification,yerevan,armenia,False,draw,september
2021-09-08,north macedonia,romania,0,0,fifa world cup qualification,skopje,north macedonia,False,draw,september
2021-09-08,costa rica,jamaica,1,1,fifa world cup qualification,san josé,costa rica,False,draw,september
2021-09-08,panama,mexico,1,1,fifa world cup qualification,panama city,panama,False,draw,september
2021-09-08,canada,el salvador,3,0,fifa world cup qualification,toronto,canada,False,home_team,september
2021-09-08,honduras,united states,1,4,fifa world cup qualification,san pedro sula,honduras,False,away_team,september
2021-09-09,colombia,chile,3,1,fifa world cup qualification,barranquilla,colombia,False,home_team,september
2021-09-09,paraguay,venezuela,2,1,fifa world cup qualification,asunción,paraguay,False,home_team,september
2021-09-09,uruguay,ecuador,1,0,fifa world cup qualification,montevideo,uruguay,False,home_team,september
2021-09-09,argentina,bolivia,3,0,fifa world cup qualification,buenos aires,argentina,False,home_team,september
2021-09-09,brazil,peru,2,0,fifa world cup qualification,recife,brazil,False,home_team,september
2021-10-06,guinea,sudan,1,1,fifa world cup qualification,marrakech,morocco,True,draw,october
2021-10-06,morocco,guinea-bissau,5,0,fifa world cup qualification,rabat,morocco,False,home_team,october
2021-10-07,iraq,lebanon,0,0,fifa world cup qualification,doha,qatar,True,draw,october
2021-10-07,south korea,syria,2,1,fifa world cup qualification,ansan,south korea,False,home_team,october
2021-10-07,united arab emirates,iran,0,1,fifa world cup qualification,dubai,united arab emirates,False,away_team,october
2021-10-07,saudi arabia,japan,1,0,fifa world cup qualification,jeddah,saudi arabia,False,home_team,october
2021-10-07,china pr,vietnam,3,2,fifa world cup qualification,sharjah,united arab emirates,True,home_team,october
2021-10-07,australia,oman,3,1,fifa world cup qualification,doha,qatar,True,home_team,october
2021-10-07,honduras,costa rica,0,0,fifa world cup qualification,san pedro sula,honduras,False,draw,october
2021-10-07,united states,jamaica,2,0,fifa world cup qualification,austin,united states,False,home_team,october
2021-10-07,el salvador,panama,1,0,fifa world cup qualification,san salvador,el salvador,False,home_team,october
2021-10-07,mexico,canada,1,1,fifa world cup qualification,mexico city,mexico,False,draw,october
2021-10-07,equatorial guinea,zambia,2,0,fifa world cup qualification,malabo,equatorial guinea,False,home_team,october
2021-10-07,tunisia,mauritania,3,0,fifa world cup qualification,radès,tunisia,False,home_team,october
2021-10-07,cape verde,liberia,1,2,fifa world cup qualification,accra,ghana,True,away_team,october
2021-10-07,nigeria,central african republic,0,1,fifa world cup qualification,lagos,nigeria,False,away_team,october
2021-10-07,rwanda,uganda,0,1,fifa world cup qualification,kigali,rwanda,False,away_team,october
2021-10-07,kenya,mali,5,0,fifa world cup qualification,agadir,morocco,True,home_team,october
2021-10-07,dr congo,madagascar,2,0,fifa world cup qualification,kinshasa,dr congo,False,home_team,october
2021-10-07,tanzania,benin,0,1,fifa world cup qualification,dar es salaam,tanzania,False,away_team,october
2021-10-07,ecuador,bolivia,3,0,fifa world cup qualification,guayaquil,ecuador,False,home_team,october
2021-10-07,venezuela,brazil,1,3,fifa world cup qualification,caracas,venezuela,False,away_team,october
2021-10-07,paraguay,argentina,0,0,fifa world cup qualification,asunción,paraguay,False,draw,october
2021-10-07,peru,chile,2,0,fifa world cup qualification,lima,peru,False,home_team,october
2021-10-07,uruguay,colombia,0,0,fifa world cup qualification,montevideo,uruguay,False,draw,october
2021-10-08,czech republic,wales,2,2,fifa world cup qualification,prague,czech republic,False,draw,october
2021-10-08,estonia,belarus,2,0,fifa world cup qualification,tallinn,estonia,False,home_team,october
2021-10-08,gibraltar,montenegro,0,3,fifa world cup qualification,gibraltar,gibraltar,False,away_team,october
2021-10-08,latvia,netherlands,0,1,fifa world cup qualification,riga,latvia,False,away_team,october
2021-10-08,turkey,norway,1,1,fifa world cup qualification,istanbul,turkey,False,draw,october
2021-10-08,malta,slovenia,0,4,fifa world cup qualification,ta' qali,malta,False,away_team,october
2021-10-08,cyprus,croatia,0,3,fifa world cup qualification,larnaca,cyprus,False,away_team,october
2021-10-08,russia,slovakia,1,0,fifa world cup qualification,kazan,russia,False,home_team,october
2021-10-08,iceland,armenia,1,1,fifa world cup qualification,reykjavík,iceland,False,draw,october
2021-10-08,germany,romania,2,1,fifa world cup qualification,hamburg,germany,False,home_team,october
2021-10-08,liechtenstein,north macedonia,0,4,fifa world cup qualification,vaduz,liechtenstein,False,away_team,october
2021-10-08,algeria,niger,6,1,fifa world cup qualification,algiers,algeria,False,home_team,october
2021-10-08,burkina faso,djibouti,0,4,fifa world cup qualification,marrakech,morocco,True,away_team,october
2021-10-08,ivory coast,malawi,0,3,fifa world cup qualification,johannesburg,south africa,True,away_team,october
2021-10-08,cameroon,mozambique,3,1,fifa world cup qualification,douala,cameroon,False,home_team,october
2021-10-08,angola,gabon,3,1,fifa world cup qualification,luanda,angola,False,home_team,october
2021-10-08,egypt,libya,1,0,fifa world cup qualification,alexandria,egypt,False,home_team,october
2021-10-09,azerbaijan,republic of ireland,0,3,fifa world cup qualification,baku,azerbaijan,False,away_team,october
2021-10-09,luxembourg,serbia,0,1,fifa world cup qualification,luxembourg,luxembourg,False,away_team,october
2021-10-09,sweden,kosovo,3,0,fifa world cup qualification,stockholm,sweden,False,home_team,october
2021-10-09,georgia,greece,0,2,fifa world cup qualification,batumi,georgia,False,away_team,october
2021-10-09,lithuania,bulgaria,3,1,fifa world cup qualification,vilnius,lithuania,False,home_team,october
2021-10-09,switzerland,northern ireland,2,0,fifa world cup qualification,geneva,switzerland,False,home_team,october
2021-10-09,finland,ukraine,1,2,fifa world cup qualification,helsinki,finland,False,away_team,october
2021-10-09,kazakhstan,bosnia and herzegovina,0,2,fifa world cup qualification,nur-sultan,kazakhstan,False,away_team,october
2021-10-09,scotland,israel,3,2,fifa world cup qualification,glasgow,scotland,False,home_team,october
2021-10-09,faroe islands,austria,0,2,fifa world cup qualification,tórshavn,faroe islands,False,away_team,october
2021-10-09,moldova,denmark,0,4,fifa world cup qualification,chișinău,moldova,False,away_team,october
2021-10-09,andorra,england,0,5,fifa world cup qualification,andorra la vella,andorra,False,away_team,october
2021-10-09,hungary,albania,0,1,fifa world cup qualification,budapest,hungary,False,away_team,october
2021-10-09,poland,san marino,5,0,fifa world cup qualification,warsaw,poland,False,home_team,october
2021-10-09,ethiopia,south africa,1,3,fifa world cup qualification,bahir dar,ethiopia,False,away_team,october
2021-10-09,ghana,zimbabwe,3,1,fifa world cup qualification,cape coast,ghana,False,home_team,october
2021-10-09,togo,congo,1,1,fifa world cup qualification,lomé,togo,False,draw,october
2021-10-09,senegal,namibia,4,1,fifa world cup qualification,thiès,senegal,False,home_team,october
2021-10-09,guinea,sudan,2,2,fifa world cup qualification,agadir,morocco,True,draw,october
2021-10-09,morocco,guinea-bissau,3,0,fifa world cup qualification,casablanca,morocco,False,home_team,october
2021-10-10,costa rica,el salvador,2,1,fifa world cup qualification,san josé,costa rica,False,home_team,october
2021-10-10,jamaica,canada,0,0,fifa world cup qualification,kingston,jamaica,False,draw,october
2021-10-10,panama,united states,1,0,fifa world cup qualification,panama city,panama,False,home_team,october
2021-10-10,mexico,honduras,3,0,fifa world cup qualification,mexico city,mexico,False,home_team,october
2021-10-10,zambia,equatorial guinea,1,1,fifa world cup qualification,lusaka,zambia,False,draw,october
2021-10-10,mauritania,tunisia,0,0,fifa world cup qualification,nouakchott,mauritania,False,draw,october
2021-10-10,central african republic,nigeria,0,2,fifa world cup qualification,limbé,cameroon,True,away_team,october
2021-10-10,cape verde,liberia,1,0,fifa world cup qualification,mindelo,cape verde,False,home_team,october
2021-10-10,kenya,mali,0,1,fifa world cup qualification,nairobi,kenya,False,away_team,october
2021-10-10,uganda,rwanda,1,0,fifa world cup qualification,entebbe,uganda,False,home_team,october
2021-10-10,benin,tanzania,0,1,fifa world cup qualification,cotonou,benin,False,away_team,october
2021-10-10,madagascar,dr congo,1,0,fifa world cup qualification,antananarivo,madagascar,False,home_team,october
2021-10-10,bolivia,peru,1,0,fifa world cup qualification,la paz,bolivia,False,home_team,october
2021-10-10,colombia,brazil,0,0,fifa world cup qualification,barranquilla,colombia,False,draw,october
2021-10-10,venezuela,ecuador,2,1,fifa world cup qualification,caracas,venezuela,False,home_team,october
