date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,month
1965-01-30,cuba,curaçao,0,1,fifa world cup qualification,havana,cuba,False,away_team,january
1965-02-03,curaçao,jamaica,0,0,fifa world cup qualification,havana,cuba,True,draw,february
1965-02-07,cuba,jamaica,2,1,fifa world cup qualification,havana,cuba,False,home_team,february
1965-02-07,trinidad and tobago,suriname,4,1,fifa world cup qualification,port of spain,trinidad and tobago,False,home_team,february
1965-02-12,costa rica,suriname,1,0,fifa world cup qualification,san josé,costa rica,False,home_team,february
1965-02-21,costa rica,trinidad and tobago,4,0,fifa world cup qualification,san josé,costa rica,False,home_team,february
1965-02-28,honduras,mexico,0,1,fifa world cup qualification,san pedro sula,honduras,False,away_team,february
1965-02-28,suriname,costa rica,1,3,fifa world cup qualification,paramaribo,dutch guyana,False,away_team,february
1965-03-04,mexico,honduras,3,0,fifa world cup qualification,mexico city,mexico,False,home_team,march
1965-03-07,trinidad and tobago,costa rica,0,1,fifa world cup qualification,port of spain,trinidad and tobago,False,away_team,march
1965-03-07,united states,mexico,2,2,fifa world cup qualification,los angeles,united states,False,draw,march
1965-03-12,mexico,united states,2,0,fifa world cup qualification,mexico city,mexico,False,home_team,march
1965-03-14,suriname,trinidad and tobago,6,1,fifa world cup qualification,paramaribo,dutch guyana,False,home_team,march
1965-03-17,honduras,united states,0,1,fifa world cup qualification,san pedro sula,honduras,False,away_team,march
1965-03-17,northern ireland,netherlands,2,1,fifa world cup qualification,belfast,northern ireland,False,home_team,march
1965-03-17,wales,greece,4,1,fifa world cup qualification,cardiff,wales,False,home_team,march
1965-03-21,honduras,united states,1,1,fifa world cup qualification,tegucigalpa,honduras,False,draw,march
1965-04-07,netherlands,northern ireland,0,0,fifa world cup qualification,rotterdam,netherlands,False,draw,april
1965-04-11,albania,switzerland,0,2,fifa world cup qualification,tirana,albania,False,away_team,april
1965-04-18,poland,italy,0,0,fifa world cup qualification,warsaw,poland,False,draw,april
1965-04-18,yugoslavia,france,1,0,fifa world cup qualification,belgrade,yugoslavia,False,home_team,april
1965-04-19,turkey,portugal,0,1,fifa world cup qualification,ankara,turkey,False,away_team,april
1965-04-24,germany,cyprus,5,0,fifa world cup qualification,karlsruhe,germany,False,home_team,april
1965-04-25,austria,german dr,1,1,fifa world cup qualification,vienna,austria,False,draw,april
1965-04-25,costa rica,mexico,0,0,fifa world cup qualification,san josé,costa rica,False,draw,april
1965-04-25,czechoslovakia,portugal,0,1,fifa world cup qualification,bratislava,czechoslovakia,False,away_team,april
1965-05-02,romania,turkey,3,0,fifa world cup qualification,bucharest,romania,False,home_team,may
1965-05-02,switzerland,albania,1,0,fifa world cup qualification,geneva,switzerland,False,home_team,may
1965-05-03,jamaica,mexico,2,3,fifa world cup qualification,kingston,jamaica,False,away_team,may
1965-05-05,republic of ireland,spain,1,0,fifa world cup qualification,dublin,republic of ireland,False,home_team,may
1965-05-05,sweden,cyprus,3,0,fifa world cup qualification,norrköping,sweden,False,home_team,may
1965-05-07,mexico,jamaica,8,0,fifa world cup qualification,mexico city,mexico,False,home_team,may
1965-05-07,northern ireland,albania,4,1,fifa world cup qualification,belfast,northern ireland,False,home_team,may
1965-05-09,belgium,israel,1,0,fifa world cup qualification,brussels,belgium,False,home_team,may
1965-05-11,costa rica,jamaica,7,0,fifa world cup qualification,san josé,costa rica,False,home_team,may
1965-05-16,mexico,costa rica,1,0,fifa world cup qualification,mexico city,mexico,False,home_team,may
1965-05-16,peru,venezuela,1,0,fifa world cup qualification,lima,peru,False,home_team,may
1965-05-22,jamaica,costa rica,1,1,fifa world cup qualification,kingston,jamaica,False,draw,may
1965-05-23,german dr,hungary,1,1,fifa world cup qualification,leipzig,german dr,False,draw,may
1965-05-23,poland,scotland,1,1,fifa world cup qualification,chorzów,poland,False,draw,may
1965-05-23,greece,russia,3,1,fifa world cup qualification,moscow,soviet union,True,home_team,may
1965-05-23,uruguay,venezuela,5,0,fifa world cup qualification,montevideo,uruguay,False,home_team,may
1965-05-27,finland,scotland,1,2,fifa world cup qualification,helsinki,finland,False,away_team,may
1965-05-27,norway,luxembourg,4,2,fifa world cup qualification,trondheim,norway,False,home_team,may
1965-05-30,romania,czechoslovakia,1,0,fifa world cup qualification,bucharest,romania,False,home_team,may
1965-05-30,russia,wales,2,1,fifa world cup qualification,moscow,soviet union,True,home_team,may
1965-05-30,venezuela,uruguay,1,3,fifa world cup qualification,caracas,venezuela,False,away_team,may
1965-06-02,venezuela,peru,3,6,fifa world cup qualification,caracas,venezuela,False,away_team,june
1965-06-06,peru,uruguay,0,1,fifa world cup qualification,lima,peru,False,away_team,june
1965-06-13,austria,hungary,0,1,fifa world cup qualification,vienna,austria,False,away_team,june
1965-06-13,bulgaria,israel,4,0,fifa world cup qualification,sofia,bulgaria,False,home_team,june
1965-06-13,uruguay,peru,2,1,fifa world cup qualification,montevideo,uruguay,False,home_team,june
1965-06-14,portugal,romania,2,1,fifa world cup qualification,oeiras,portugal,False,home_team,june
1965-06-16,norway,yugoslavia,3,0,fifa world cup qualification,oslo,norway,False,home_team,june
1965-06-23,finland,italy,0,2,fifa world cup qualification,helsinki,finland,False,away_team,june
1965-06-27,denmark,russia,6,0,fifa world cup qualification,moscow,soviet union,True,home_team,june
1965-07-20,colombia,ecuador,0,1,fifa world cup qualification,barranquilla,colombia,False,away_team,july
1965-07-25,ecuador,colombia,2,0,fifa world cup qualification,guayaquil,ecuador,False,home_team,july
1965-07-25,paraguay,bolivia,2,0,fifa world cup qualification,asunción,paraguay,False,home_team,july
1965-08-01,argentina,paraguay,3,0,fifa world cup qualification,buenos aires,argentina,False,home_team,august
1965-08-01,chile,colombia,7,2,fifa world cup qualification,santiago,chile,False,home_team,august
1965-08-07,colombia,chile,2,0,fifa world cup qualification,barranquilla,colombia,False,home_team,august
1965-08-08,paraguay,argentina,0,0,fifa world cup qualification,asunción,paraguay,False,draw,august
1965-08-15,ecuador,chile,2,2,fifa world cup qualification,guayaquil,ecuador,False,draw,august
1965-08-17,argentina,bolivia,4,1,fifa world cup qualification,buenos aires,argentina,False,home_team,august
1965-08-22,bolivia,paraguay,2,1,fifa world cup qualification,la paz,bolivia,False,home_team,august
1965-08-22,chile,ecuador,3,1,fifa world cup qualification,santiago,chile,False,home_team,august
1965-08-29,bolivia,argentina,1,2,fifa world cup qualification,la paz,bolivia,False,away_team,august
1965-09-05,hungary,austria,3,0,fifa world cup qualification,budapest,hungary,False,home_team,september
1965-09-15,norway,france,0,1,fifa world cup qualification,oslo,norway,False,away_team,september
1965-09-19,czechoslovakia,romania,3,1,fifa world cup qualification,prague,czechoslovakia,False,home_team,september
1965-09-19,luxembourg,yugoslavia,2,5,fifa world cup qualification,luxembourg,luxembourg,False,away_team,september
1965-09-26,bulgaria,belgium,3,0,fifa world cup qualification,sofia,bulgaria,False,home_team,september
1965-09-26,sweden,germany,1,2,fifa world cup qualification,solna,sweden,False,away_team,september
1965-09-26,finland,poland,2,0,fifa world cup qualification,helsinki,finland,False,home_team,september
1965-10-03,greece,russia,1,4,fifa world cup qualification,piraeus,greece,False,away_team,october
1965-10-09,france,yugoslavia,1,0,fifa world cup qualification,paris,france,False,home_team,october
1965-10-09,hungary,german dr,3,2,fifa world cup qualification,budapest,hungary,False,home_team,october
1965-10-09,turkey,czechoslovakia,0,6,fifa world cup qualification,istanbul,turkey,False,away_team,october
1965-10-12,chile,ecuador,2,1,fifa world cup qualification,lima,peru,True,home_team,october
1965-10-13,scotland,poland,1,2,fifa world cup qualification,glasgow,scotland,False,away_team,october
1965-10-17,denmark,russia,1,3,fifa world cup qualification,copenhagen,denmark,False,away_team,october
1965-10-17,netherlands,switzerland,0,0,fifa world cup qualification,amsterdam,netherlands,False,draw,october
1965-10-23,turkey,romania,2,1,fifa world cup qualification,ankara,turkey,False,home_team,october
1965-10-24,poland,finland,7,0,fifa world cup qualification,szczecin,poland,False,home_team,october
1965-10-27,belgium,bulgaria,5,0,fifa world cup qualification,brussels,belgium,False,home_team,october
1965-10-27,denmark,greece,1,1,fifa world cup qualification,copenhagen,denmark,False,draw,october
1965-10-27,spain,republic of ireland,4,1,fifa world cup qualification,seville,spain,False,home_team,october
1965-10-27,wales,russia,2,1,fifa world cup qualification,cardiff,wales,False,home_team,october
1965-10-31,german dr,austria,1,0,fifa world cup qualification,leipzig,german dr,False,home_team,october
1965-10-31,portugal,czechoslovakia,0,0,fifa world cup qualification,porto,portugal,False,draw,october
1965-11-01,italy,poland,6,1,fifa world cup qualification,rome,italy,False,home_team,november
1965-11-06,france,luxembourg,4,1,fifa world cup qualification,marseille,france,False,home_team,november
1965-11-07,cyprus,sweden,0,5,fifa world cup qualification,famagusta,cyprus,False,away_team,november
1965-11-07,yugoslavia,norway,1,1,fifa world cup qualification,belgrade,yugoslavia,False,draw,november
1965-11-09,scotland,italy,1,0,fifa world cup qualification,glasgow,scotland,False,home_team,november
1965-11-10,republic of ireland,spain,0,1,fifa world cup qualification,paris,france,True,away_team,november
1965-11-10,israel,belgium,0,5,fifa world cup qualification,ramat gan,israel,False,away_team,november
1965-11-14,cyprus,germany,0,6,fifa world cup qualification,nicosia,cyprus,False,away_team,november
1965-11-14,switzerland,netherlands,2,1,fifa world cup qualification,bern,switzerland,False,home_team,november
1965-11-21,czechoslovakia,turkey,3,1,fifa world cup qualification,brno,czechoslovakia,False,home_team,november
1965-11-21,israel,bulgaria,1,2,fifa world cup qualification,ramat gan,israel,False,away_team,november
1965-11-21,australia,north korea,6,1,fifa world cup qualification,phnom penh,cambodia,True,home_team,november
1965-11-21,romania,portugal,2,0,fifa world cup qualification,bucharest,romania,False,home_team,november
1965-11-24,albania,northern ireland,1,1,fifa world cup qualification,tirana,albania,False,draw,november
1965-11-24,australia,north korea,1,3,fifa world cup qualification,phnom penh,cambodia,True,away_team,november
1965-12-01,wales,denmark,4,2,fifa world cup qualification,wrexham,wales,False,home_team,december
1965-12-07,italy,scotland,3,0,fifa world cup qualification,naples,italy,False,home_team,december
1965-12-29,belgium,bulgaria,1,2,fifa world cup qualification,florence,italy,True,away_team,december
1966-07-11,england,uruguay,0,0,fifa world cup,london,england,False,draw,july
1966-07-12,brazil,bulgaria,2,0,fifa world cup,liverpool,england,True,home_team,july
1966-07-12,germany,switzerland,5,0,fifa world cup,sheffield,england,True,home_team,july
1966-07-12,north korea,russia,0,3,fifa world cup,middlesbrough,england,True,away_team,july
1966-07-13,argentina,spain,2,1,fifa world cup,birmingham,england,True,home_team,july
1966-07-13,chile,italy,0,2,fifa world cup,sunderland,england,True,away_team,july
1966-07-13,france,mexico,1,1,fifa world cup,london,england,True,draw,july
1966-07-13,hungary,portugal,1,3,fifa world cup,manchester,england,True,away_team,july
1966-07-15,brazil,hungary,1,3,fifa world cup,liverpool,england,True,away_team,july
1966-07-15,chile,north korea,1,1,fifa world cup,middlesbrough,england,True,draw,july
1966-07-15,france,uruguay,1,2,fifa world cup,london,england,True,away_team,july
1966-07-15,spain,switzerland,2,1,fifa world cup,sheffield,england,True,home_team,july
1966-07-16,argentina,germany,0,0,fifa world cup,birmingham,england,True,draw,july
1966-07-16,bulgaria,portugal,0,3,fifa world cup,manchester,england,True,away_team,july
1966-07-16,england,mexico,2,0,fifa world cup,london,england,False,home_team,july
1966-07-16,italy,russia,0,1,fifa world cup,sunderland,england,True,away_team,july
1966-07-19,argentina,switzerland,2,0,fifa world cup,sheffield,england,True,home_team,july
1966-07-19,brazil,portugal,1,3,fifa world cup,liverpool,england,True,away_team,july
1966-07-19,italy,north korea,0,1,fifa world cup,middlesbrough,england,True,away_team,july
1966-07-19,mexico,uruguay,0,0,fifa world cup,london,england,True,draw,july
1966-07-20,bulgaria,hungary,1,3,fifa world cup,manchester,england,True,away_team,july
1966-07-20,chile,russia,1,2,fifa world cup,sunderland,england,True,away_team,july
1966-07-20,england,france,2,0,fifa world cup,london,england,False,home_team,july
1966-07-20,germany,spain,2,1,fifa world cup,birmingham,england,True,home_team,july
1966-07-23,england,argentina,1,0,fifa world cup,london,england,False,home_team,july
1966-07-23,germany,uruguay,4,0,fifa world cup,sheffield,england,True,home_team,july
1966-07-23,hungary,russia,1,2,fifa world cup,sunderland,england,True,away_team,july
1966-07-23,north korea,portugal,3,5,fifa world cup,liverpool,england,True,away_team,july
1966-07-25,germany,russia,2,1,fifa world cup,liverpool,england,True,home_team,july
1966-07-26,england,portugal,2,1,fifa world cup,london,england,False,home_team,july
1966-07-28,portugal,russia,2,1,fifa world cup,london,england,True,home_team,july
1966-07-30,england,germany,4,2,fifa world cup,london,england,False,home_team,july
1968-05-19,austria,cyprus,7,1,fifa world cup qualification,vienna,austria,False,home_team,may
1968-06-19,finland,belgium,1,2,fifa world cup qualification,helsinki,finland,False,away_team,june
1968-09-04,netherlands,luxembourg,2,0,fifa world cup qualification,rotterdam,netherlands,False,home_team,september
1968-09-25,denmark,czechoslovakia,0,3,fifa world cup qualification,copenhagen,denmark,False,away_team,september
1968-09-25,yugoslavia,finland,9,1,fifa world cup qualification,belgrade,yugoslavia,False,home_team,september
1968-10-06,canada,bermuda,4,0,fifa world cup qualification,toronto,canada,False,home_team,october
1968-10-09,belgium,finland,6,1,fifa world cup qualification,waregem,belgium,False,home_team,october
1968-10-09,sweden,norway,5,0,fifa world cup qualification,solna,sweden,False,home_team,october
1968-10-12,switzerland,greece,1,0,fifa world cup qualification,basel,switzerland,False,home_team,october
1968-10-13,austria,germany,0,2,fifa world cup qualification,vienna,austria,False,away_team,october
1968-10-13,canada,united states,4,2,fifa world cup qualification,toronto,canada,False,home_team,october
1968-10-16,belgium,yugoslavia,3,0,fifa world cup qualification,brussels,belgium,False,home_team,october
1968-10-20,bermuda,canada,0,0,fifa world cup qualification,hamilton,bermuda,False,draw,october
1968-10-20,czechoslovakia,denmark,1,0,fifa world cup qualification,bratislava,czechoslovakia,False,home_team,october
1968-10-23,northern ireland,turkey,4,1,fifa world cup qualification,belfast,northern ireland,False,home_team,october
1968-10-23,wales,italy,0,1,fifa world cup qualification,cardiff,wales,False,away_team,october
1968-10-26,united states,canada,1,0,fifa world cup qualification,atlanta,united states,False,home_team,october
1968-10-27,bulgaria,netherlands,2,0,fifa world cup qualification,sofia,bulgaria,False,home_team,october
1968-10-27,portugal,romania,3,0,fifa world cup qualification,oeiras,portugal,False,home_team,october
1968-10-27,yugoslavia,spain,0,0,fifa world cup qualification,belgrade,yugoslavia,False,draw,october
1968-10-27,zambia,sudan,4,2,fifa world cup qualification,ndola,zambia,False,home_team,october
1968-11-02,united states,bermuda,6,2,fifa world cup qualification,kansas city,united states,False,home_team,november
1968-11-03,morocco,senegal,1,0,fifa world cup qualification,casablanca,morocco,False,home_team,november
1968-11-06,france,norway,0,1,fifa world cup qualification,strasbourg,france,False,away_team,november
1968-11-06,scotland,austria,2,1,fifa world cup qualification,glasgow,scotland,False,home_team,november
1968-11-08,sudan,zambia,4,2,fifa world cup qualification,khartoum,sudan,False,home_team,november
1968-11-11,bermuda,united states,0,2,fifa world cup qualification,hamilton,bermuda,False,away_team,november
1968-11-17,algeria,tunisia,1,2,fifa world cup qualification,algiers,algeria,False,away_team,november
1968-11-17,guatemala,trinidad and tobago,4,0,fifa world cup qualification,guatemala city,guatemala,False,home_team,november
1968-11-20,guatemala,trinidad and tobago,0,0,fifa world cup qualification,guatemala city,guatemala,False,draw,november
1968-11-23,cyprus,germany,0,1,fifa world cup qualification,nicosia,cyprus,False,away_team,november
1968-11-23,haiti,trinidad and tobago,4,0,fifa world cup qualification,port-au-prince,haiti,False,home_team,november
1968-11-23,romania,switzerland,2,0,fifa world cup qualification,bucharest,romania,False,home_team,november
1968-11-24,suriname,curaçao,6,0,fifa world cup qualification,paramaribo,dutch guyana,False,home_team,november
1968-11-25,haiti,trinidad and tobago,2,4,fifa world cup qualification,port-au-prince,haiti,False,away_team,november
1968-11-27,costa rica,jamaica,3,0,fifa world cup qualification,san josé,costa rica,False,home_team,november
1968-12-01,costa rica,jamaica,3,1,fifa world cup qualification,san josé,costa rica,False,home_team,december
1968-12-01,el salvador,suriname,6,0,fifa world cup qualification,san salvador,el salvador,False,home_team,december
1968-12-05,curaçao,suriname,2,0,fifa world cup qualification,oranjestad,aruba,True,home_team,december
1968-12-05,honduras,jamaica,3,1,fifa world cup qualification,tegucigalpa,honduras,False,home_team,december
1968-12-07,nigeria,cameroon,1,1,fifa world cup qualification,lagos,nigeria,False,draw,december
1968-12-08,haiti,guatemala,2,0,fifa world cup qualification,port-au-prince,haiti,False,home_team,december
1968-12-08,honduras,jamaica,2,0,fifa world cup qualification,tegucigalpa,honduras,False,home_team,december
1968-12-11,cyprus,scotland,0,5,fifa world cup qualification,nicosia,cyprus,False,away_team,december
1968-12-11,greece,portugal,4,2,fifa world cup qualification,piraeus,greece,False,home_team,december
1968-12-11,spain,belgium,1,1,fifa world cup qualification,madrid,spain,False,draw,december
1968-12-11,turkey,northern ireland,0,3,fifa world cup qualification,istanbul,turkey,False,away_team,december
1968-12-12,el salvador,curaçao,1,0,fifa world cup qualification,san salvador,el salvador,False,home_team,december
1968-12-15,el salvador,curaçao,2,1,fifa world cup qualification,san salvador,el salvador,False,home_team,december
1968-12-22,cameroon,nigeria,2,3,fifa world cup qualification,douala,cameroon,False,away_team,december
1968-12-22,honduras,costa rica,1,0,fifa world cup qualification,tegucigalpa,honduras,False,home_team,december
1968-12-22,suriname,el salvador,4,1,fifa world cup qualification,paramaribo,dutch guyana,False,home_team,december
1968-12-29,costa rica,honduras,1,1,fifa world cup qualification,san josé,costa rica,False,draw,december
1968-12-29,tunisia,algeria,0,0,fifa world cup qualification,tunis,tunisia,False,draw,december
1969-01-05,senegal,morocco,2,1,fifa world cup qualification,dakar,senegal,False,home_team,january
1969-01-26,libya,ethiopia,2,0,fifa world cup qualification,tripoli,libya,False,home_team,january
1969-02-09,ethiopia,libya,5,1,fifa world cup qualification,addis ababa,ethiopia,False,home_team,february
1969-02-13,morocco,senegal,2,0,fifa world cup qualification,las palmas,spain,True,home_team,february
1969-02-23,belgium,spain,2,1,fifa world cup qualification,liège,belgium,False,home_team,february
1969-02-23,guatemala,haiti,1,1,fifa world cup qualification,guatemala city,guatemala,False,draw,february
1969-03-26,netherlands,luxembourg,4,0,fifa world cup qualification,rotterdam,netherlands,False,home_team,march
1969-03-29,german dr,italy,2,2,fifa world cup qualification,berlin,german dr,False,draw,march
1969-04-16,german dr,wales,2,1,fifa world cup qualification,dresden,german dr,False,home_team,april
1969-04-16,greece,romania,2,2,fifa world cup qualification,piraeus,greece,False,draw,april
1969-04-16,portugal,switzerland,0,2,fifa world cup qualification,lisbon,portugal,False,away_team,april
1969-04-16,scotland,germany,1,1,fifa world cup qualification,glasgow,scotland,False,draw,april
1969-04-19,cyprus,austria,1,2,fifa world cup qualification,nicosia,cyprus,False,away_team,april
1969-04-20,haiti,united states,2,0,fifa world cup qualification,port-au-prince,haiti,False,home_team,april
1969-04-20,poland,luxembourg,8,1,fifa world cup qualification,kraków,poland,False,home_team,april
1969-04-23,bulgaria,luxembourg,2,1,fifa world cup qualification,sofia,bulgaria,False,home_team,april
1969-04-27,tunisia,morocco,0,0,fifa world cup qualification,tunis,tunisia,False,draw,april
1969-04-30,spain,yugoslavia,2,1,fifa world cup qualification,barcelona,spain,False,home_team,april
1969-05-04,ethiopia,sudan,1,1,fifa world cup qualification,addis ababa,ethiopia,False,draw,may
1969-05-04,republic of ireland,czechoslovakia,1,2,fifa world cup qualification,dublin,republic of ireland,False,away_team,may
1969-05-04,portugal,greece,2,2,fifa world cup qualification,porto,portugal,False,draw,may
1969-05-07,netherlands,poland,1,0,fifa world cup qualification,rotterdam,netherlands,False,home_team,may
1969-05-10,germany,austria,1,0,fifa world cup qualification,nuremberg,germany,False,home_team,may
1969-05-10,nigeria,ghana,2,1,fifa world cup qualification,ibadan,nigeria,False,home_team,may
1969-05-11,sudan,ethiopia,3,1,fifa world cup qualification,khartoum,sudan,False,home_team,may
1969-05-11,united states,haiti,0,1,fifa world cup qualification,san diego,united states,False,away_team,may
1969-05-14,switzerland,romania,0,1,fifa world cup qualification,lausanne,switzerland,False,away_team,may
1969-05-17,scotland,cyprus,8,0,fifa world cup qualification,glasgow,scotland,False,home_team,may
1969-05-18,ghana,nigeria,1,1,fifa world cup qualification,accra,ghana,False,draw,may
1969-05-18,morocco,tunisia,0,0,fifa world cup qualification,casablanca,morocco,False,draw,may
1969-05-21,germany,cyprus,12,0,fifa world cup qualification,essen,germany,False,home_team,may
1969-05-25,hungary,czechoslovakia,2,0,fifa world cup qualification,budapest,hungary,False,home_team,may
1969-05-27,denmark,republic of ireland,2,0,fifa world cup qualification,copenhagen,denmark,False,home_team,may
1969-06-04,finland,yugoslavia,1,5,fifa world cup qualification,helsinki,finland,False,away_team,june
1969-06-08,honduras,el salvador,1,0,fifa world cup qualification,tegucigalpa,honduras,False,home_team,june
1969-06-08,republic of ireland,hungary,1,2,fifa world cup qualification,dublin,republic of ireland,False,away_team,june
1969-06-13,morocco,tunisia,2,2,fifa world cup qualification,marseille,france,True,draw,june
1969-06-15,bulgaria,poland,4,1,fifa world cup qualification,sofia,bulgaria,False,home_team,june
1969-06-15,denmark,hungary,3,2,fifa world cup qualification,copenhagen,denmark,False,home_team,june
1969-06-15,el salvador,honduras,3,0,fifa world cup qualification,san salvador,el salvador,False,home_team,june
1969-06-19,norway,sweden,2,5,fifa world cup qualification,oslo,norway,False,away_team,june
1969-06-25,finland,spain,2,0,fifa world cup qualification,helsinki,finland,False,home_team,june
1969-06-27,el salvador,honduras,2,3,fifa world cup qualification,mexico city,mexico,True,away_team,june
1969-07-06,ecuador,uruguay,0,2,fifa world cup qualification,guayaquil,ecuador,False,away_team,july
1969-07-13,chile,uruguay,0,0,fifa world cup qualification,santiago,chile,False,draw,july
1969-07-20,uruguay,ecuador,1,0,fifa world cup qualification,montevideo,uruguay,False,home_team,july
1969-07-27,bolivia,argentina,3,1,fifa world cup qualification,la paz,bolivia,False,home_team,july
1969-07-27,chile,ecuador,4,1,fifa world cup qualification,santiago,chile,False,home_team,july
1969-07-27,colombia,venezuela,3,0,fifa world cup qualification,bogotá,colombia,False,home_team,july
1969-08-02,venezuela,colombia,1,1,fifa world cup qualification,caracas,venezuela,False,draw,august
1969-08-03,ecuador,chile,1,1,fifa world cup qualification,guayaquil,ecuador,False,draw,august
1969-08-03,peru,argentina,1,0,fifa world cup qualification,lima,peru,False,home_team,august
1969-08-06,colombia,brazil,0,2,fifa world cup qualification,bogotá,colombia,False,away_team,august
1969-08-06,venezuela,paraguay,0,2,fifa world cup qualification,caracas,venezuela,False,away_team,august
1969-08-10,bolivia,peru,2,1,fifa world cup qualification,la paz,bolivia,False,home_team,august
1969-08-10,colombia,paraguay,0,1,fifa world cup qualification,bogotá,colombia,False,away_team,august
1969-08-10,uruguay,chile,2,0,fifa world cup qualification,montevideo,uruguay,False,home_team,august
1969-08-10,venezuela,brazil,0,5,fifa world cup qualification,caracas,venezuela,False,away_team,august
1969-08-17,paraguay,brazil,0,3,fifa world cup qualification,asunción,paraguay,False,away_team,august
1969-08-17,peru,bolivia,3,0,fifa world cup qualification,lima,peru,False,home_team,august
1969-08-21,brazil,colombia,6,2,fifa world cup qualification,rio de janeiro,brazil,False,home_team,august
1969-08-21,paraguay,venezuela,1,0,fifa world cup qualification,asunción,paraguay,False,home_team,august
1969-08-24,argentina,bolivia,1,0,fifa world cup qualification,buenos aires,argentina,False,home_team,august
1969-08-24,brazil,venezuela,6,0,fifa world cup qualification,rio de janeiro,brazil,False,home_team,august
1969-08-24,paraguay,colombia,2,1,fifa world cup qualification,asunción,paraguay,False,home_team,august
1969-08-31,argentina,peru,2,2,fifa world cup qualification,buenos aires,argentina,False,draw,august
1969-08-31,brazil,paraguay,1,0,fifa world cup qualification,rio de janeiro,brazil,False,home_team,august
1969-09-07,poland,netherlands,2,1,fifa world cup qualification,chorzów,poland,False,home_team,september
1969-09-10,northern ireland,russia,0,0,fifa world cup qualification,belfast,northern ireland,False,draw,september
1969-09-10,norway,france,1,3,fifa world cup qualification,oslo,norway,False,away_team,september
1969-09-13,nigeria,sudan,2,2,fifa world cup qualification,ibadan,nigeria,False,draw,september
1969-09-14,czechoslovakia,hungary,3,3,fifa world cup qualification,prague,czechoslovakia,False,draw,september
1969-09-21,haiti,el salvador,1,2,fifa world cup qualification,port-au-prince,haiti,False,away_team,september
1969-09-21,morocco,nigeria,2,1,fifa world cup qualification,casablanca,morocco,False,home_team,september
1969-09-28,el salvador,haiti,0,3,fifa world cup qualification,san salvador,el salvador,False,away_team,september
1969-09-28,israel,new zealand,4,0,fifa world cup qualification,ramat gan,israel,False,home_team,september
1969-10-01,israel,new zealand,2,0,fifa world cup qualification,ramat gan,israel,False,home_team,october
1969-10-03,sudan,nigeria,3,3,fifa world cup qualification,khartoum,sudan,False,draw,october
1969-10-07,czechoslovakia,republic of ireland,3,0,fifa world cup qualification,prague,czechoslovakia,False,home_team,october
1969-10-08,el salvador,haiti,0,1,fifa world cup qualification,kingston,jamaica,True,away_team,october
1969-10-10,australia,japan,1,3,fifa world cup qualification,seoul,south korea,True,away_team,october
1969-10-10,sudan,morocco,0,0,fifa world cup qualification,khartoum,sudan,False,draw,october
1969-10-10,luxembourg,poland,1,5,fifa world cup qualification,luxembourg,luxembourg,False,away_team,october
1969-10-12,south korea,japan,2,2,fifa world cup qualification,seoul,south korea,False,draw,october
1969-10-12,romania,portugal,1,0,fifa world cup qualification,bucharest,romania,False,home_team,october
1969-10-14,south korea,australia,1,2,fifa world cup qualification,seoul,south korea,False,away_team,october
1969-10-15,greece,switzerland,4,1,fifa world cup qualification,salonica,greece,False,home_team,october
1969-10-15,republic of ireland,denmark,1,1,fifa world cup qualification,dublin,republic of ireland,False,draw,october
1969-10-15,russia,turkey,3,0,fifa world cup qualification,kyiv,soviet union,True,home_team,october
1969-10-15,spain,finland,6,0,fifa world cup qualification,la línea de la concepción,spain,False,home_team,october
1969-10-15,sweden,france,2,0,fifa world cup qualification,solna,sweden,False,home_team,october
1969-10-16,australia,japan,1,1,fifa world cup qualification,seoul,south korea,True,draw,october
1969-10-18,south korea,japan,2,0,fifa world cup qualification,seoul,south korea,False,home_team,october
1969-10-19,yugoslavia,belgium,4,0,fifa world cup qualification,skopje,yugoslavia,False,home_team,october
1969-10-20,south korea,australia,1,1,fifa world cup qualification,seoul,south korea,False,draw,october
1969-10-22,germany,scotland,3,2,fifa world cup qualification,hamburg,germany,False,home_team,october
1969-10-22,hungary,denmark,3,0,fifa world cup qualification,budapest,hungary,False,home_team,october
1969-10-22,netherlands,bulgaria,1,1,fifa world cup qualification,rotterdam,netherlands,False,draw,october
1969-10-22,northern ireland,russia,2,0,fifa world cup qualification,moscow,soviet union,True,home_team,october
1969-10-22,wales,german dr,1,3,fifa world cup qualification,cardiff,wales,False,away_team,october
1969-10-26,morocco,sudan,3,0,fifa world cup qualification,casablanca,morocco,False,home_team,october
1969-11-01,france,sweden,3,0,fifa world cup qualification,paris,france,False,home_team,november
1969-11-02,switzerland,portugal,1,1,fifa world cup qualification,bern,switzerland,False,draw,november
1969-11-04,italy,wales,4,1,fifa world cup qualification,rome,italy,False,home_team,november
1969-11-05,austria,scotland,2,0,fifa world cup qualification,vienna,austria,False,home_team,november
1969-11-05,hungary,republic of ireland,4,0,fifa world cup qualification,budapest,hungary,False,home_team,november
1969-11-08,nigeria,morocco,2,0,fifa world cup qualification,ibadan,nigeria,False,home_team,november
1969-11-09,poland,bulgaria,3,0,fifa world cup qualification,warsaw,poland,False,home_team,november
1969-11-16,romania,greece,1,1,fifa world cup qualification,bucharest,romania,False,draw,november
1969-11-16,turkey,russia,1,3,fifa world cup qualification,istanbul,turkey,False,away_team,november
